country,iso3,g_whoregion,year,age_group,sex,coh,succ,fail,died,lost,tsr,category
United Republic of Tanzania,TZA,AFR,2022,a,f,40408,38909,31,991,271,96,Female (All Ages)
United Republic of Tanzania,TZA,AFR,2022,a,m,59409,57042,77,1708,508,96,Male (All Ages)
United Republic of Tanzania,TZA,AFR,2023,0-14,a,14578,14188,,,,97,Children (0-14)
United Republic of Tanzania,TZA,AFR,2023,a,f,36368,34823,25,979,226,96,Female (All Ages)
United Republic of Tanzania,TZA,AFR,2023,a,m,55759,53350,59,1500,435,96,Male (All Ages)
United States of America,USA,AMR,2018,0-14,a,371,342,0,2,0,92,Children (0-14)
United States of America,USA,AMR,2019,0-14,a,364,320,0,2,2,88,Children (0-14)
United States of America,USA,AMR,2020,0-14,a,307,271,0,3,2,88,Children (0-14)
United States of America,USA,AMR,2021,0-14,a,301,257,0,3,4,85,Children (0-14)
United States of America,USA,AMR,2022,0-14,a,350,283,0,5,3,81,Children (0-14)
Uruguay,URY,AMR,2013,0-14,a,50,49,0,0,1,98,Children (0-14)
Uruguay,URY,AMR,2014,0-14,a,57,55,0,0,1,96,Children (0-14)
Uruguay,URY,AMR,2015,0-14,a,53,52,0,0,1,98,Children (0-14)
Uruguay,URY,AMR,2016,0-14,a,51,45,0,0,6,88,Children (0-14)
Uruguay,URY,AMR,2017,0-14,a,51,45,0,2,4,88,Children (0-14)
Uruguay,URY,AMR,2018,0-14,a,47,45,0,0,1,96,Children (0-14)
Uruguay,URY,AMR,2019,0-14,a,42,39,0,1,2,93,Children (0-14)
Uruguay,URY,AMR,2020,0-14,a,61,61,0,0,0,100,Children (0-14)
Uruguay,URY,AMR,2021,0-14,a,34,31,0,1,2,91,Children (0-14)
Uruguay,URY,AMR,2022,0-14,a,63,57,0,2,4,90,Children (0-14)
Uruguay,URY,AMR,2023,0-14,a,77,76,0,0,1,99,Children (0-14)
Uzbekistan,UZB,EUR,2013,0-14,a,1960,1867,5,14,42,95,Children (0-14)
Uzbekistan,UZB,EUR,2014,0-14,a,1913,1335,6,2,11,70,Children (0-14)
Vanuatu,VUT,WPR,2018,0-14,a,23,23,,,,100,Children (0-14)
Vanuatu,VUT,WPR,2020,0-14,a,8,8,,,,100,Children (0-14)
Vanuatu,VUT,WPR,2021,0-14,a,4,2,,,,50,Children (0-14)
Vanuatu,VUT,WPR,2022,0-14,a,10,9,,,,90,Children (0-14)
Vanuatu,VUT,WPR,2023,0-14,a,6,6,,,,100,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2013,0-14,a,457,383,0,21,53,84,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2014,0-14,a,402,341,0,16,40,85,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2015,0-14,a,438,389,0,9,33,89,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2016,0-14,a,448,406,0,1,30,91,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2017,0-14,a,450,435,0,2,13,97,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2018,0-14,a,598,506,0,6,45,85,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2019,0-14,a,565,474,0,11,68,84,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2020,0-14,a,362,325,0,3,33,90,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2021,0-14,a,374,319,0,5,35,85,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2022,0-14,a,507,439,0,12,56,87,Children (0-14)
Venezuela (Bolivarian Republic of),VEN,AMR,2023,0-14,a,536,462,0,3,71,86,Children (0-14)
Viet Nam,VNM,WPR,2018,0-14,a,1656,1350,,,,82,Children (0-14)
Viet Nam,VNM,WPR,2019,0-14,a,1704,1220,,,,72,Children (0-14)
Viet Nam,VNM,WPR,2019,a,f,23138,21382,95,531,555,92,Female (All Ages)
Viet Nam,VNM,WPR,2019,a,m,79282,71811,421,1962,2343,91,Male (All Ages)
Viet Nam,VNM,WPR,2020,0-14,a,1395,987,,,,71,Children (0-14)
Viet Nam,VNM,WPR,2020,a,f,22339,20691,87,478,479,93,Female (All Ages)
Viet Nam,VNM,WPR,2020,a,m,77513,70338,374,1909,1997,91,Male (All Ages)
Viet Nam,VNM,WPR,2021,0-14,a,820,582,,,,71,Children (0-14)
Viet Nam,VNM,WPR,2021,a,f,18460,16868,185,413,605,91,Female (All Ages)
Viet Nam,VNM,WPR,2021,a,m,59197,53249,591,1389,1828,90,Male (All Ages)
Viet Nam,VNM,WPR,2022,0-14,a,982,699,,,,71,Children (0-14)
Viet Nam,VNM,WPR,2022,a,f,25221,22553,95,588,1141,89,Female (All Ages)
Viet Nam,VNM,WPR,2022,a,m,77258,68659,348,1874,3164,89,Male (All Ages)
Viet Nam,VNM,WPR,2023,0-14,a,1175,861,,,,73,Children (0-14)
Viet Nam,VNM,WPR,2023,a,f,28878,25990,219,631,1202,90,Female (All Ages)
Viet Nam,VNM,WPR,2023,a,m,75639,66709,771,2012,3592,88,Male (All Ages)
Wallis and Futuna,WLF,WPR,2018,0-14,a,0,0,,,,,Children (0-14)
Wallis and Futuna,WLF,WPR,2019,0-14,a,0,0,,,,,Children (0-14)
Zambia,ZMB,AFR,2018,0-14,a,2206,1947,,,,88,Children (0-14)
Zambia,ZMB,AFR,2019,0-14,a,2473,2214,,,,90,Children (0-14)
Zambia,ZMB,AFR,2020,0-14,a,2726,2488,,,,91,Children (0-14)
Zambia,ZMB,AFR,2020,a,f,13932,12745,51,657,284,91,Female (All Ages)
Zambia,ZMB,AFR,2020,a,m,26068,23635,123,1345,615,91,Male (All Ages)
Zambia,ZMB,AFR,2021,0-14,a,3891,3631,,,,93,Children (0-14)
Zambia,ZMB,AFR,2021,a,f,17687,16385,43,730,357,93,Female (All Ages)
Zambia,ZMB,AFR,2021,a,m,32388,29776,96,1568,691,92,Male (All Ages)
Zambia,ZMB,AFR,2022,0-14,a,5796,5425,,,,94,Children (0-14)
Zambia,ZMB,AFR,2022,a,f,19863,18448,30,804,398,93,Female (All Ages)
Zambia,ZMB,AFR,2022,a,m,34264,31761,85,1532,594,93,Male (All Ages)
Zambia,ZMB,AFR,2023,0-14,a,6213,5751,,,,93,Children (0-14)
Zambia,ZMB,AFR,2023,a,f,20412,18963,30,842,266,93,Female (All Ages)
Zambia,ZMB,AFR,2023,a,m,33934,31200,71,1587,1038,92,Male (All Ages)
Zimbabwe,ZWE,AFR,2018,0-14,a,1547,1253,,,,81,Children (0-14)
Zimbabwe,ZWE,AFR,2019,0-14,a,1171,1102,,,,94,Children (0-14)
Zimbabwe,ZWE,AFR,2020,0-14,a,886,803,,,,91,Children (0-14)
Zimbabwe,ZWE,AFR,2020,a,f,5754,5121,35,493,87,89,Female (All Ages)
Zimbabwe,ZWE,AFR,2020,a,m,10302,9042,67,923,213,88,Male (All Ages)
Zimbabwe,ZWE,AFR,2021,0-14,a,922,831,,,,90,Children (0-14)
Zimbabwe,ZWE,AFR,2021,a,f,6066,5329,39,519,146,88,Female (All Ages)
Zimbabwe,ZWE,AFR,2021,a,m,10475,9535,71,637,82,91,Male (All Ages)
Zimbabwe,ZWE,AFR,2022,0-14,a,1109,1082,,,,98,Children (0-14)
Zimbabwe,ZWE,AFR,2023,0-14,a,1136,1061,,,,93,Children (0-14)
Zimbabwe,ZWE,AFR,2023,a,f,6623,6463,25,100,30,98,Female (All Ages)
Zimbabwe,ZWE,AFR,2023,a,m,12540,11002,31,1237,221,88,Male (All Ages)
